Source,Type,Target,Weight
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Brem_Zhizn_zhivotnih_Ribi_i_amfibii,64
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Brem_Zhizn_zhivotnyh_Tom_III_Presmykayushchiesya_Zemnovodnye_Ryby,89
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Brem_Zhizn_zhivotnyh_Tom_II_Pticy,110
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Brem_Zhizn_zhivotnyh_Tom_I_Mlekopitayushchie,121
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Ay_ay_i_ya,59
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_File_iz_paltusa,36
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_File_iz_paltusa_Zveri_v_moey-posteli,61
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Mama_na_vydane,32
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Myasnoy_rulet_Vstrechi_s_zhivotnymi,67
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Naturalist_na_mushke_ili_Gruppovoy_portret_s_prirodoy,82
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Novyy_Noy,51
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Oslokrady,15
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Piknik_i_prochie_bezobraziya,39
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Po-vsemu-svetu,62
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Pod-pologom_pyanogo_lesa,50
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Pomeste_zverinec,49
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Poymayte_mne_kolobusa,55
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Put_kengurenka,74
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Rozi_moya_rodnya,29
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Tri_bileta_do_Edvencher,51
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Trilogiya_o_Korfu_1_Moya_semya_i_drugie_zveri,67
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Yubiley_kovchega,54
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Zemlya_shorohov,45
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Zoopark_v_moem_bagazhe,45
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Zooparki,48
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Darrell_Zveri_v_moey_zhizni,49
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Herriot_Koshachi_istorii,10
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Herriot_Sobachi_istorii,22
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Herriot_Sredi_Yorkshirskih_holmov,27
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Herriot_Zapiski_veterinara_1_O_vseh_sozdaniyah_bolshih_i_malyh,23
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Herriot_Zapiski_veterinara_2_O_vseh_sozdaniyah_prekrasnyh_i_udivitelnyh,26
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Herriot_Zapiski_veterinara_3_I_vse_oni_sozdaniya_prirody,19
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Herriot_Zapiski_veterinara_4_I_vseh_ih_sozdal_Bog,18
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Herriot__Iz_vospominaniy_selskogo_veterinara,28
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,SetonTompson_Moya_Zhizn,44
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,SetonTompson_Rasskazy_o_zhivotnyh,51
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,SetonTompson_Rolf_v_lesah,50
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,SetonTompson_Zver_sbornik,67
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Spangenberg_Vstrechi_s_zhivotnymi,73
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Spangenberg_Zapiski_naturalista,72
Akimushkin_Tragediya_dikih_zhivotnyh,Undirected,Spangenberg_Zapovednymi_tropami,77
Akimushkin_Tropoyu_legend,Undirected,Akimushkin_Zhil_byl_bobr,4
Akimushkin_Tropoyu_legend,Undirected,Akimushkin_Zhil_byl_medved,4
Akimushkin_Tropoyu_legend,Undirected,Bianki_Fomka_razboynik,84
Akimushkin_Tropoyu_legend,Undirected,Bianki_Gorod_i_les_u_morya,49
Akimushkin_Tropoyu_legend,Undirected,Bianki_Lesnye_skazki_i_byli,78
Akimushkin_Tropoyu_legend,Undirected,Bianki_Povesti_i_rasskazy,79
Akimushkin_Tropoyu_legend,Undirected,Bianki_Rasskazy_i_skazki,73
Akimushkin_Tropoyu_legend,Undirected,Bianki_Snezhnaya_kniga,1
Akimushkin_Tropoyu_legend,Undirected,Brem-Tigri,35
Akimushkin_Tropoyu_legend,Undirected,Brem_Zhizn_zhivotnih_Ribi_i_amfibii,79
Akimushkin_Tropoyu_legend,Undirected,Brem_Zhizn_zhivotnyh_Tom_III_Presmykayushchiesya_Zemnovodnye_Ryby,102
Akimushkin_Tropoyu_legend,Undirected,Brem_Zhizn_zhivotnyh_Tom_II_Pticy,116
Akimushkin_Tropoyu_legend,Undirected,Brem_Zhizn_zhivotnyh_Tom_I_Mlekopitayushchie,119
Akimushkin_Tropoyu_legend,Undirected,Darrell_Ay_ay_i_ya,68
Akimushkin_Tropoyu_legend,Undirected,Darrell_File_iz_paltusa,42
Akimushkin_Tropoyu_legend,Undirected,Darrell_File_iz_paltusa_Zveri_v_moey-posteli,68
Akimushkin_Tropoyu_legend,Undirected,Darrell_Mama_na_vydane,41
Akimushkin_Tropoyu_legend,Undirected,Darrell_Myasnoy_rulet_Vstrechi_s_zhivotnymi,67
Akimushkin_Tropoyu_legend,Undirected,Darrell_Naturalist_na_mushke_ili_Gruppovoy_portret_s_prirodoy,83
Akimushkin_Tropoyu_legend,Undirected,Darrell_Novyy_Noy,51
Akimushkin_Tropoyu_legend,Undirected,Darrell_Oslokrady,14
Akimushkin_Tropoyu_legend,Undirected,Darrell_Piknik_i_prochie_bezobraziya,42
Akimushkin_Tropoyu_legend,Undirected,Darrell_Po-vsemu-svetu,58
Akimushkin_Tropoyu_legend,Undirected,Darrell_Pod-pologom_pyanogo_lesa,55
Akimushkin_Tropoyu_legend,Undirected,Darrell_Pomeste_zverinec,51
Akimushkin_Tropoyu_legend,Undirected,Darrell_Poymayte_mne_kolobusa,51
Akimushkin_Tropoyu_legend,Undirected,Darrell_Put_kengurenka,75
Akimushkin_Tropoyu_legend,Undirected,Darrell_Rozi_moya_rodnya,37
Akimushkin_Tropoyu_legend,Undirected,Darrell_Tri_bileta_do_Edvencher,56
Akimushkin_Tropoyu_legend,Undirected,Darrell_Trilogiya_o_Korfu_1_Moya_semya_i_drugie_zveri,79
Akimushkin_Tropoyu_legend,Undirected,Darrell_Yubiley_kovchega,51
Akimushkin_Tropoyu_legend,Undirected,Darrell_Zemlya_shorohov,48
Akimushkin_Tropoyu_legend,Undirected,Darrell_Zoopark_v_moem_bagazhe,54
Akimushkin_Tropoyu_legend,Undirected,Darrell_Zooparki,45
Akimushkin_Tropoyu_legend,Undirected,Darrell_Zveri_v_moey_zhizni,43
Akimushkin_Tropoyu_legend,Undirected,Herriot_Koshachi_istorii,11
Akimushkin_Tropoyu_legend,Undirected,Herriot_Sobachi_istorii,26
Akimushkin_Tropoyu_legend,Undirected,Herriot_Sredi_Yorkshirskih_holmov,28
Akimushkin_Tropoyu_legend,Undirected,Herriot_Zapiski_veterinara_1_O_vseh_sozdaniyah_bolshih_i_malyh,27
Akimushkin_Tropoyu_legend,Undirected,Herriot_Zapiski_veterinara_2_O_vseh_sozdaniyah_prekrasnyh_i_udivitelnyh,28
Akimushkin_Tropoyu_legend,Undirected,Herriot_Zapiski_veterinara_3_I_vse_oni_sozdaniya_prirody,22
Akimushkin_Tropoyu_legend,Undirected,Herriot_Zapiski_veterinara_4_I_vseh_ih_sozdal_Bog,21
Akimushkin_Tropoyu_legend,Undirected,Herriot__Iz_vospominaniy_selskogo_veterinara,35
Akimushkin_Tropoyu_legend,Undirected,SetonTompson_Moya_Zhizn,50
Akimushkin_Tropoyu_legend,Undirected,SetonTompson_Rasskazy_o_zhivotnyh,54
Akimushkin_Tropoyu_legend,Undirected,SetonTompson_Rolf_v_lesah,51
Akimushkin_Tropoyu_legend,Undirected,SetonTompson_Zver_sbornik,75
Akimushkin_Tropoyu_legend,Undirected,Spangenberg_Vstrechi_s_zhivotnymi,78
Akimushkin_Tropoyu_legend,Undirected,Spangenberg_Zapiski_naturalista,74
Akimushkin_Tropoyu_legend,Undirected,Spangenberg_Zapovednymi_tropami,80
Akimushkin_Zhil_byl_bobr,Undirected,Akimushkin_Zhil_byl_medved,1
Akimushkin_Zhil_byl_bobr,Undirected,Bianki_Fomka_razboynik,4
Akimushkin_Zhil_byl_bobr,Undirected,Bianki_Gorod_i_les_u_morya,4
Akimushkin_Zhil_byl_bobr,Undirected,Bianki_Lesnye_skazki_i_byli,4
Akimushkin_Zhil_byl_bobr,Undirected,Bianki_Povesti_i_rasskazy,4
Akimushkin_Zhil_byl_bobr,Undirected,Bianki_Rasskazy_i_skazki,4
Akimushkin_Zhil_byl_bobr,Undirected,Brem-Tigri,3
Akimushkin_Zhil_byl_bobr,Undirected,Brem_Zhizn_zhivotnih_Ribi_i_amfibii,3
Akimushkin_Zhil_byl_bobr,Undirected,Brem_Zhizn_zhivotnyh_Tom_III_Presmykayushchiesya_Zemnovodnye_Ryby,3
Akimushkin_Zhil_byl_bobr,Undirected,Brem_Zhizn_zhivotnyh_Tom_II_Pticy,3
Akimushkin_Zhil_byl_bobr,Undirected,Brem_Zhizn_zhivotnyh_Tom_I_Mlekopitayushchie,4
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Ay_ay_i_ya,2
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_File_iz_paltusa,1
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_File_iz_paltusa_Zveri_v_moey-posteli,2
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Mama_na_vydane,1
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Myasnoy_rulet_Vstrechi_s_zhivotnymi,2
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Naturalist_na_mushke_ili_Gruppovoy_portret_s_prirodoy,4
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Novyy_Noy,2
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Piknik_i_prochie_bezobraziya,1
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Po-vsemu-svetu,2
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Pod-pologom_pyanogo_lesa,1
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Pomeste_zverinec,1
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Poymayte_mne_kolobusa,3
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Put_kengurenka,3
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Rozi_moya_rodnya,1
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Tri_bileta_do_Edvencher,1
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Trilogiya_o_Korfu_1_Moya_semya_i_drugie_zveri,2
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Yubiley_kovchega,2
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Zemlya_shorohov,3
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Zoopark_v_moem_bagazhe,2
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Zooparki,1
Akimushkin_Zhil_byl_bobr,Undirected,Darrell_Zveri_v_moey_zhizni,2
Akimushkin_Zhil_byl_bobr,Undirected,Herriot_Koshachi_istorii,1
Akimushkin_Zhil_byl_bobr,Undirected,Herriot_Sobachi_istorii,2
Akimushkin_Zhil_byl_bobr,Undirected,Herriot_Sredi_Yorkshirskih_holmov,2
Akimushkin_Zhil_byl_bobr,Undirected,Herriot_Zapiski_veterinara_1_O_vseh_sozdaniyah_bolshih_i_malyh,1
Akimushkin_Zhil_byl_bobr,Undirected,Herriot_Zapiski_veterinara_2_O_vseh_sozdaniyah_prekrasnyh_i_udivitelnyh,1
Akimushkin_Zhil_byl_bobr,Undirected,Herriot_Zapiski_veterinara_3_I_vse_oni_sozdaniya_prirody,1
Akimushkin_Zhil_byl_bobr,Undirected,Herriot_Zapiski_veterinara_4_I_vseh_ih_sozdal_Bog,1
Akimushkin_Zhil_byl_bobr,Undirected,Herriot__Iz_vospominaniy_selskogo_veterinara,2
Akimushkin_Zhil_byl_bobr,Undirected,SetonTompson_Moya_Zhizn,3
Akimushkin_Zhil_byl_bobr,Undirected,SetonTompson_Rasskazy_o_zhivotnyh,4
Akimushkin_Zhil_byl_bobr,Undirected,SetonTompson_Rolf_v_lesah,3
Akimushkin_Zhil_byl_bobr,Undirected,SetonTompson_Zver_sbornik,4
Akimushkin_Zhil_byl_bobr,Undirected,Spangenberg_Vstrechi_s_zhivotnymi,3
Akimushkin_Zhil_byl_bobr,Undirected,Spangenberg_Zapiski_naturalista,4
Akimushkin_Zhil_byl_bobr,Undirected,Spangenberg_Zapovednymi_tropami,3
Akimushkin_Zhil_byl_medved,Undirected,Bianki_Fomka_razboynik,3
Akimushkin_Zhil_byl_medved,Undirected,Bianki_Gorod_i_les_u_morya,3
Akimushkin_Zhil_byl_medved,Undirected,Bianki_Lesnye_skazki_i_byli,4
Akimushkin_Zhil_byl_medved,Undirected,Bianki_Povesti_i_rasskazy,3
Akimushkin_Zhil_byl_medved,Undirected,Bianki_Rasskazy_i_skazki,4
Akimushkin_Zhil_byl_medved,Undirected,Bianki_Snezhnaya_kniga,1
Akimushkin_Zhil_byl_medved,Undirected,Brem-Tigri,3
Akimushkin_Zhil_byl_medved,Undirected,Brem_Zhizn_zhivotnih_Ribi_i_amfibii,4
Akimushkin_Zhil_byl_medved,Undirected,Brem_Zhizn_zhivotnyh_Tom_III_Presmykayushchiesya_Zemnovodnye_Ryby,4
Akimushkin_Zhil_byl_medved,Undirected,Brem_Zhizn_zhivotnyh_Tom_II_Pticy,4
Akimushkin_Zhil_byl_medved,Undirected,Brem_Zhizn_zhivotnyh_Tom_I_Mlekopitayushchie,4
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Ay_ay_i_ya,2
Akimushkin_Zhil_byl_medved,Undirected,Darrell_File_iz_paltusa,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_File_iz_paltusa_Zveri_v_moey-posteli,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Myasnoy_rulet_Vstrechi_s_zhivotnymi,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Naturalist_na_mushke_ili_Gruppovoy_portret_s_prirodoy,4
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Novyy_Noy,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Oslokrady,2
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Piknik_i_prochie_bezobraziya,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Po-vsemu-svetu,2
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Pod-pologom_pyanogo_lesa,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Pomeste_zverinec,1
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Poymayte_mne_kolobusa,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Put_kengurenka,2
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Rozi_moya_rodnya,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Tri_bileta_do_Edvencher,2
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Trilogiya_o_Korfu_1_Moya_semya_i_drugie_zveri,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Yubiley_kovchega,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Zemlya_shorohov,3
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Zoopark_v_moem_bagazhe,2
Akimushkin_Zhil_byl_medved,Undirected,Darrell_Zooparki,2
Akimushkin_Zhil_byl_medved,Undirected,Herriot_Koshachi_istorii,2
Akimushkin_Zhil_byl_medved,Undirected,Herriot_Sobachi_istorii,3
Akimushkin_Zhil_byl_medved,Undirected,Herriot_Sredi_Yorkshirskih_holmov,3
Akimushkin_Zhil_byl_medved,Undirected,Herriot_Zapiski_veterinara_1_O_vseh_sozdaniyah_bolshih_i_malyh,1
Akimushkin_Zhil_byl_medved,Undirected,Herriot_Zapiski_veterinara_2_O_vseh_sozdaniyah_prekrasnyh_i_udivitelnyh,1
Akimushkin_Zhil_byl_medved,Undirected,Herriot_Zapiski_veterinara_3_I_vse_oni_sozdaniya_prirody,1
Akimushkin_Zhil_byl_medved,Undirected,Herriot_Zapiski_veterinara_4_I_vseh_ih_sozdal_Bog,1
Akimushkin_Zhil_byl_medved,Undirected,Herriot__Iz_vospominaniy_selskogo_veterinara,3
Akimushkin_Zhil_byl_medved,Undirected,SetonTompson_Moya_Zhizn,2
Akimushkin_Zhil_byl_medved,Undirected,SetonTompson_Rasskazy_o_zhivotnyh,4
Akimushkin_Zhil_byl_medved,Undirected,SetonTompson_Rolf_v_lesah,4
Akimushkin_Zhil_byl_medved,Undirected,SetonTompson_Zver_sbornik,4
Akimushkin_Zhil_byl_medved,Undirected,Spangenberg_Vstrechi_s_zhivotnymi,3
Akimushkin_Zhil_byl_medved,Undirected,Spangenberg_Zapiski_naturalista,4
Akimushkin_Zhil_byl_medved,Undirected,Spangenberg_Zapovednymi_tropami,4
Bianki_Fomka_razboynik,Undirected,Bianki_Gorod_i_les_u_morya,62
Bianki_Fomka_razboynik,Undirected,Bianki_Kak_lis_ezha_perehitril,1
Bianki_Fomka_razboynik,Undirected,Bianki_Lesnye_skazki_i_byli,80
Bianki_Fomka_razboynik,Undirected,Bianki_Povesti_i_rasskazy,109
Bianki_Fomka_razboynik,Undirected,Bianki_Rasskazy_i_skazki,73
Bianki_Fomka_razboynik,Undirected,Bianki_Snezhnaya_kniga,2
Bianki_Fomka_razboynik,Undirected,Brem-Tigri,37
Bianki_Fomka_razboynik,Undirected,Brem_Zhizn_zhivotnih_Ribi_i_amfibii,60
Bianki_Fomka_razboynik,Undirected,Brem_Zhizn_zhivotnyh_Tom_III_Presmykayushchiesya_Zemnovodnye_Ryby,74
Bianki_Fomka_razboynik,Undirected,Brem_Zhizn_zhivotnyh_Tom_II_Pticy,110
Bianki_Fomka_razboynik,Undirected,Brem_Zhizn_zhivotnyh_Tom_I_Mlekopitayushchie,102
Bianki_Fomka_razboynik,Undirected,Darrell_Ay_ay_i_ya,50
Bianki_Fomka_razboynik,Undirected,Darrell_File_iz_paltusa,32
Bianki_Fomka_razboynik,Undirected,Darrell_File_iz_paltusa_Zveri_v_moey-posteli,51
Bianki_Fomka_razboynik,Undirected,Darrell_Mama_na_vydane,37
Bianki_Fomka_razboynik,Undirected,Darrell_Myasnoy_rulet_Vstrechi_s_zhivotnymi,56
Bianki_Fomka_razboynik,Undirected,Darrell_Naturalist_na_mushke_ili_Gruppovoy_portret_s_prirodoy,75
Bianki_Fomka_razboynik,Undirected,Darrell_Novyy_Noy,37
Bianki_Fomka_razboynik,Undirected,Darrell_Oslokrady,15
Bianki_Fomka_razboynik,Undirected,Darrell_Piknik_i_prochie_bezobraziya,33
Bianki_Fomka_razboynik,Undirected,Darrell_Po-vsemu-svetu,53
Bianki_Fomka_razboynik,Undirected,Darrell_Pod-pologom_pyanogo_lesa,44
Bianki_Fomka_razboynik,Undirected,Darrell_Pomeste_zverinec,41
Bianki_Fomka_razboynik,Undirected,Darrell_Poymayte_mne_kolobusa,45
Bianki_Fomka_razboynik,Undirected,Darrell_Put_kengurenka,61
Bianki_Fomka_razboynik,Undirected,Darrell_Rozi_moya_rodnya,36
Bianki_Fomka_razboynik,Undirected,Darrell_Tri_bileta_do_Edvencher,43
Bianki_Fomka_razboynik,Undirected,Darrell_Trilogiya_o_Korfu_1_Moya_semya_i_drugie_zveri,69
Bianki_Fomka_razboynik,Undirected,Darrell_Yubiley_kovchega,37
Bianki_Fomka_razboynik,Undirected,Darrell_Zemlya_shorohov,43
Bianki_Fomka_razboynik,Undirected,Darrell_Zoopark_v_moem_bagazhe,45
Bianki_Fomka_razboynik,Undirected,Darrell_Zooparki,35
Bianki_Fomka_razboynik,Undirected,Darrell_Zveri_v_moey_zhizni,41
Bianki_Fomka_razboynik,Undirected,Herriot_Koshachi_istorii,9
Bianki_Fomka_razboynik,Undirected,Herriot_Sobachi_istorii,24
Bianki_Fomka_razboynik,Undirected,Herriot_Sredi_Yorkshirskih_holmov,29
Bianki_Fomka_razboynik,Undirected,Herriot_Zapiski_veterinara_1_O_vseh_sozdaniyah_bolshih_i_malyh,25
Bianki_Fomka_razboynik,Undirected,Herriot_Zapiski_veterinara_2_O_vseh_sozdaniyah_prekrasnyh_i_udivitelnyh,27
Bianki_Fomka_razboynik,Undirected,Herriot_Zapiski_veterinara_3_I_vse_oni_sozdaniya_prirody,21
Bianki_Fomka_razboynik,Undirected,Herriot_Zapiski_veterinara_4_I_vseh_ih_sozdal_Bog,20
Bianki_Fomka_razboynik,Undirected,Herriot__Iz_vospominaniy_selskogo_veterinara,34
Bianki_Fomka_razboynik,Undirected,SetonTompson_Moya_Zhizn,49
Bianki_Fomka_razboynik,Undirected,SetonTompson_Rasskazy_o_zhivotnyh,54
Bianki_Fomka_razboynik,Undirected,SetonTompson_Rolf_v_lesah,55
Bianki_Fomka_razboynik,Undirected,SetonTompson_Zver_sbornik,73
Bianki_Fomka_razboynik,Undirected,Spangenberg_Vstrechi_s_zhivotnymi,82
Bianki_Fomka_razboynik,Undirected,Spangenberg_Zapiski_naturalista,88
Bianki_Fomka_razboynik,Undirected,Spangenberg_Zapovednymi_tropami,86
Bianki_Gorod_i_les_u_morya,Undirected,Bianki_Lesnye_skazki_i_byli,51
Bianki_Gorod_i_les_u_morya,Undirected,Bianki_Povesti_i_rasskazy,67
Bianki_Gorod_i_les_u_morya,Undirected,Bianki_Rasskazy_i_skazki,44
Bianki_Gorod_i_les_u_morya,Undirected,Bianki_Snezhnaya_kniga,2
Bianki_Gorod_i_les_u_morya,Undirected,Brem-Tigri,26
Bianki_Gorod_i_les_u_morya,Undirected,Brem_Zhizn_zhivotnih_Ribi_i_amfibii,31
Bianki_Gorod_i_les_u_morya,Undirected,Brem_Zhizn_zhivotnyh_Tom_III_Presmykayushchiesya_Zemnovodnye_Ryby,38
Bianki_Gorod_i_les_u_morya,Undirected,Brem_Zhizn_zhivotnyh_Tom_II_Pticy,60
Bianki_Gorod_i_les_u_morya,Undirected,Brem_Zhizn_zhivotnyh_Tom_I_Mlekopitayushchie,56
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Ay_ay_i_ya,27
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_File_iz_paltusa,19
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_File_iz_paltusa_Zveri_v_moey-posteli,33
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Mama_na_vydane,17
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Myasnoy_rulet_Vstrechi_s_zhivotnymi,35
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Naturalist_na_mushke_ili_Gruppovoy_portret_s_prirodoy,43
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Novyy_Noy,23
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Oslokrady,7
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Piknik_i_prochie_bezobraziya,19
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Po-vsemu-svetu,32
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Pod-pologom_pyanogo_lesa,26
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Pomeste_zverinec,25
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Poymayte_mne_kolobusa,27
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Put_kengurenka,37
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Rozi_moya_rodnya,22
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Tri_bileta_do_Edvencher,26
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Trilogiya_o_Korfu_1_Moya_semya_i_drugie_zveri,39
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Yubiley_kovchega,24
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Zemlya_shorohov,26
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Zoopark_v_moem_bagazhe,28
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Zooparki,22
Bianki_Gorod_i_les_u_morya,Undirected,Darrell_Zveri_v_moey_zhizni,26
Bianki_Gorod_i_les_u_morya,Undirected,Herriot_Koshachi_istorii,10
Bianki_Gorod_i_les_u_morya,Undirected,Herriot_Sobachi_istorii,19
Bianki_Gorod_i_les_u_morya,Undirected,Herriot_Sredi_Yorkshirskih_holmov,21
Bianki_Gorod_i_les_u_morya,Undirected,Herriot_Zapiski_veterinara_1_O_vseh_sozdaniyah_bolshih_i_malyh,16
Bianki_Gorod_i_les_u_morya,Undirected,Herriot_Zapiski_veterinara_2_O_vseh_sozdaniyah_prekrasnyh_i_udivitelnyh,19
Bianki_Gorod_i_les_u_morya,Undirected,Herriot_Zapiski_veterinara_3_I_vse_oni_sozdaniya_prirody,13
Bianki_Gorod_i_les_u_morya,Undirected,Herriot_Zapiski_veterinara_4_I_vseh_ih_sozdal_Bog,12
Bianki_Gorod_i_les_u_morya,Undirected,Herriot__Iz_vospominaniy_selskogo_veterinara,22
Bianki_Gorod_i_les_u_morya,Undirected,SetonTompson_Moya_Zhizn,33
Bianki_Gorod_i_les_u_morya,Undirected,SetonTompson_Rasskazy_o_zhivotnyh,38
Bianki_Gorod_i_les_u_morya,Undirected,SetonTompson_Rolf_v_lesah,35
Bianki_Gorod_i_les_u_morya,Undirected,SetonTompson_Zver_sbornik,46
Bianki_Gorod_i_les_u_morya,Undirected,Spangenberg_Vstrechi_s_zhivotnymi,49
Bianki_Gorod_i_les_u_morya,Undirected,Spangenberg_Zapiski_naturalista,51
Bianki_Gorod_i_les_u_morya,Undirected,Spangenberg_Zapovednymi_tropami,50
Bianki_Kak_lis_ezha_perehitril,Undirected,Bianki_Lesnye_skazki_i_byli,1
Bianki_Kak_lis_ezha_perehitril,Undirected,Bianki_Rasskazy_i_skazki,1
Bianki_Kak_lis_ezha_perehitril,Undirected,Brem_Zhizn_zhivotnih_Ribi_i_amfibii,1
Bianki_Kak_lis_ezha_perehitril,Undirected,Brem_Zhizn_zhivotnyh_Tom_III_Presmykayushchiesya_Zemnovodnye_Ryby,1
Bianki_Kak_lis_ezha_perehitril,Undirected,Brem_Zhizn_zhivotnyh_Tom_II_Pticy,1
Bianki_Kak_lis_ezha_perehitril,Undirected,Brem_Zhizn_zhivotnyh_Tom_I_Mlekopitayushchie,1
Bianki_Kak_lis_ezha_perehitril,Undirected,Darrell_Ay_ay_i_ya,1
Bianki_Kak_lis_ezha_perehitril,Undirected,Darrell_Mama_na_vydane,1
